class_weight,criterion,max_depth,max_features,max_leaf_nodes,min_samples_leaf,min_samples_split,splitter,Data balancer,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff
,gini,,auto,3,3,3,random,EditedNearestNeighbours,0.162435738,0.248296529,0.549060376,0.728868138,0.369252614,0.630747386,0.271131862,0.040947847,0.042767137,0.007407912,0.004438341,0.004438341
,gini,,auto,3,2,2,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,,auto,3,2,2,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,,auto,3,2,3,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,,auto,3,2,2,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,,auto,3,3,2,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,,auto,3,2,3,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,,auto,3,2,3,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,,auto,3,2,2,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,,auto,3,3,2,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,,auto,3,2,3,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,,auto,3,3,2,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,,auto,3,2,2,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,,auto,3,3,3,best,InstanceHardnessThreshold,0.189126104,0.246266868,0.572546998,0.537395709,0.607698287,0.392301713,0.462604291,0.222141048,0.050077136,0.111262018,0.004846044,0.004846044
,gini,,auto,3,3,2,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,,auto,3,2,3,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,,auto,3,2,2,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,,auto,3,3,3,random,InstanceHardnessThreshold,0.105501358,0.249542955,0.521893098,0.540607892,0.503178304,0.496821696,0.459392108,0.037329183,0.047417333,0.009845476,0.019564833,0.019564833
,gini,,auto,3,3,2,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,,auto,3,3,3,best,NearMiss,0.117563767,0.272617302,0.556304053,0.50641704,0.606191065,0.393808935,0.49358296,0.37691965,0.019171945,0.279647547,0.003835943,0.003835943
,gini,,auto,3,2,3,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,,auto,3,3,3,random,NearMiss,0.078605759,0.260394715,0.514844825,0.500082395,0.529607254,0.470392746,0.499917605,0.103919558,0.018950884,0.089449449,0.001009491,0.001009491
,gini,,auto,3,2,2,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,2,2,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,,auto,3,3,2,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,,auto,3,2,3,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,2,2,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,3,3,best,NeighbourhoodCleaningRule,0.188478407,0.233326838,0.564859379,0.406942537,0.722776222,0.277223778,0.593057463,0.099664927,0.057257594,0.028260698,0.004236931,0.004236931
,gini,,auto,3,2,3,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,,auto,3,3,2,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,2,2,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,,auto,3,3,2,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,,auto,3,2,3,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,3,3,random,NeighbourhoodCleaningRule,0.150530192,0.237417428,0.541666886,0.430276176,0.653057595,0.346942405,0.569723824,0.052058958,0.036841211,0.010055434,0.00342824,0.00342824
,gini,,auto,3,2,3,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,,auto,3,2,2,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,3,2,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,3,2,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,,auto,3,2,3,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,2,2,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,3,3,best,OneSidedSelection,0.128924353,0.215908832,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,3,2,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,3,3,best,RandomUnderSampler,0.190257907,0.23692857,0.57430991,0.358155574,0.790464246,0.209535754,0.641844426,0.105743843,0.036308746,0.027415819,0.00121029,0.00121029
,gini,,auto,3,2,3,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,3,3,random,OneSidedSelection,0.150386462,0.218511835,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,3,3,random,RandomUnderSampler,0.156613384,0.242268116,0.54089843,0.501793158,0.580003701,0.419996299,0.498206842,0.061755318,0.028263221,0.011855385,0.003224999,0.003224999
,gini,,auto,3,3,2,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,3,3,best,TomekLinks,0.128924353,0.21589995,0.531112597,0.08434496,0.977880233,0.022119767,0.91565504,0.036348378,0.138017513,0.004024529,0.057367024,0.057367024
,gini,,auto,3,3,3,random,TomekLinks,0.150386462,0.218502677,0.533916135,0.084558577,0.983273694,0.016726306,0.915441423,0.048625835,0.028465608,0.006244396,0.010473313,0.010473313
,gini,,auto,3,2,2,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,,auto,3,2,2,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,,auto,3,2,3,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,,auto,3,2,2,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,,auto,3,2,2,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,,auto,3,3,2,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,,auto,3,2,3,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,,auto,3,2,2,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,,auto,3,3,2,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,,auto,3,2,3,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,,auto,3,2,3,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,,auto,3,2,2,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,,auto,3,2,3,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,,auto,3,3,2,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,,auto,3,2,3,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,,auto,3,3,2,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,,auto,3,3,2,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,,auto,3,2,2,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,,auto,3,3,3,best,ADASYN,0.1824139,0.244979316,0.556335146,0.941627148,0.171043144,0.828956856,0.058372852,0,0.090915958,0,0.00625164,0.00625164
,gini,,auto,3,3,2,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,,auto,3,3,3,best,RandomOverSampler,0.180953255,0.238736545,0.557966704,0.423742562,0.692190846,0.307809154,0.576257438,0.09525222,0.060640304,0.027947275,0.004437731,0.004437731
,gini,,auto,3,2,3,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,,auto,3,3,3,random,ADASYN,0.092856174,0.249791498,0.517246442,0.865071867,0.169421018,0.830578982,0.134928133,0.022609173,0.023285975,0.004976069,0.002821569,0.002821569
,gini,,auto,3,2,2,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,,auto,3,3,3,best,SMOTE,0.166300435,0.239490712,0.560574615,0.471288108,0.649861122,0.350138878,0.528711892,0.109361287,0.051644081,0.04096584,0.005245812,0.005245812
,gini,,auto,3,3,2,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,,auto,3,3,3,random,RandomOverSampler,0.158905868,0.241661161,0.536532313,0.277304159,0.795760466,0.204239534,0.722695841,0.079721078,0.016721596,0.015244825,0.001812689,0.001812689
,gini,,auto,3,2,3,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,,auto,3,3,3,random,SMOTE,0.157590068,0.241887877,0.53659416,0.276687113,0.796501207,0.203498793,0.723312887,0.079104031,0.014711014,0.016091386,0.001812689,0.001812689
,gini,,auto,3,3,2,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,,auto,3,2,2,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,,auto,3,3,3,best,SMOTEENN,0.164452498,0.216893444,0.548172866,0.137208947,0.959136784,0.040863216,0.862791053,0.127916018,0.17388851,0.034927869,0.087598645,0.087598645
,gini,,auto,6,2,2,best,None,0.203715148,0.204863313,0.559260418,0.154196344,0.964324493,0.035675507,0.845803656,0.078309988,0.289694064,0.011644418,0.107026153,0.107026153
,gini,,auto,3,2,3,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,,auto,3,3,3,random,SMOTEENN,0.143105929,0.22181289,0.529683372,0.073445024,0.98592172,0.01407828,0.926554976,0.073445024,0.022010582,0.01407828,0.009264854,0.009264854
,gini,,auto,3,2,2,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,,auto,6,2,2,random,None,0.228559049,0.207498445,0.563865254,0.156417346,0.971313162,0.028686838,0.843582654,0.108376209,0.416371666,0.011855721,0.265354451,0.265354451
,gini,,auto,3,3,2,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,,auto,6,2,3,best,None,0.203715148,0.204863313,0.559260418,0.154196344,0.964324493,0.035675507,0.845803656,0.078309988,0.289694064,0.011644418,0.107026153,0.107026153
,gini,,auto,6,2,3,random,None,0.228559049,0.207498445,0.563865254,0.156417346,0.971313162,0.028686838,0.843582654,0.108376209,0.416371666,0.011855721,0.265354451,0.265354451
,gini,,auto,3,2,3,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,,auto,6,3,2,best,None,0.203715148,0.204863313,0.559260418,0.154196344,0.964324493,0.035675507,0.845803656,0.078309988,0.289694064,0.011644418,0.107026153,0.107026153
,gini,,auto,3,3,2,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,,auto,6,3,2,random,None,0.228559049,0.207498445,0.563865254,0.156417346,0.971313162,0.028686838,0.843582654,0.108376209,0.416371666,0.011855721,0.265354451,0.265354451
,gini,,auto,3,3,3,best,SMOTETomek,0.166975515,0.237530578,0.5607138,0.472095578,0.649332021,0.350667979,0.527904422,0.109967347,0.051220801,0.04107166,0.005044402,0.005044402
,gini,,auto,6,3,3,best,None,0.203715148,0.204863313,0.559260418,0.154196344,0.964324493,0.035675507,0.845803656,0.078309988,0.289694064,0.011644418,0.107026153,0.107026153
,gini,,auto,3,3,3,random,SMOTETomek,0.159083481,0.239838162,0.53675289,0.276687113,0.796818667,0.203181333,0.723312887,0.079104031,0.014711014,0.015773925,0.001812689,0.001812689
,gini,,auto,6,3,3,random,None,0.228559049,0.207498445,0.563865254,0.156417346,0.971313162,0.028686838,0.843582654,0.108376209,0.416371666,0.011855721,0.265354451,0.265354451
,gini,,auto,6,2,2,best,ClusterCentroids,0.239180977,0.246934264,0.599384934,0.710314016,0.488455851,0.511544149,0.289685984,0.309408893,0.244011406,0.15107494,0.07103543,0.07103543
,gini,,auto,6,2,2,random,ClusterCentroids,0.237623465,0.232486016,0.58344465,0.466954744,0.699934556,0.300065444,0.533045256,0.201180384,0.104070793,0.037999344,0.036904391,0.036904391
,gini,,auto,6,2,3,best,ClusterCentroids,0.239180977,0.246934264,0.599384934,0.710314016,0.488455851,0.511544149,0.289685984,0.309408893,0.244011406,0.15107494,0.07103543,0.07103543
,gini,,auto,6,2,3,random,ClusterCentroids,0.237623465,0.232486016,0.58344465,0.466954744,0.699934556,0.300065444,0.533045256,0.201180384,0.104070793,0.037999344,0.036904391,0.036904391
,gini,,auto,6,3,2,best,ClusterCentroids,0.239180977,0.246934264,0.599384934,0.710314016,0.488455851,0.511544149,0.289685984,0.309408893,0.244011406,0.15107494,0.07103543,0.07103543
,gini,,auto,6,2,2,best,EditedNearestNeighbours,0.266642634,0.23785838,0.608055509,0.829601147,0.386509871,0.613490129,0.170398853,0.145973939,0.16311959,0.05356247,0.011700693,0.011700693
,gini,,auto,6,2,2,random,EditedNearestNeighbours,0.215922565,0.240078549,0.589944717,0.699500137,0.480389297,0.519610703,0.300499863,0.118634075,0.0836211,0.025610989,0.011502945,0.011502945
,gini,,auto,6,2,3,best,EditedNearestNeighbours,0.266642634,0.23785838,0.608055509,0.829601147,0.386509871,0.613490129,0.170398853,0.145973939,0.16311959,0.05356247,0.011700693,0.011700693
,gini,,auto,6,3,2,random,ClusterCentroids,0.237623465,0.232486016,0.58344465,0.466954744,0.699934556,0.300065444,0.533045256,0.201180384,0.104070793,0.037999344,0.036904391,0.036904391
,gini,,auto,6,2,3,random,EditedNearestNeighbours,0.215922565,0.240078549,0.589944717,0.699500137,0.480389297,0.519610703,0.300499863,0.118634075,0.0836211,0.025610989,0.011502945,0.011502945
,gini,,auto,6,3,2,best,EditedNearestNeighbours,0.266642634,0.23785838,0.608055509,0.829601147,0.386509871,0.613490129,0.170398853,0.145973939,0.16311959,0.05356247,0.011700693,0.011700693
,gini,,auto,6,3,3,best,ClusterCentroids,0.239180977,0.246934264,0.599384934,0.710314016,0.488455851,0.511544149,0.289685984,0.309408893,0.244011406,0.15107494,0.07103543,0.07103543
,gini,,auto,6,3,3,random,ClusterCentroids,0.237623465,0.232486016,0.58344465,0.466954744,0.699934556,0.300065444,0.533045256,0.201180384,0.104070793,0.037999344,0.036904391,0.036904391
,gini,,auto,6,3,2,random,EditedNearestNeighbours,0.215922565,0.240078549,0.589944717,0.699500137,0.480389297,0.519610703,0.300499863,0.118634075,0.0836211,0.025610989,0.011502945,0.011502945
,gini,,auto,6,3,3,best,EditedNearestNeighbours,0.266642634,0.23785838,0.608055509,0.829601147,0.386509871,0.613490129,0.170398853,0.145973939,0.16311959,0.05356247,0.011700693,0.011700693
