Data balancer,Classifier description,Matthews correlation coefficient,Brier Score,Balanced Accuracy,AUC Score,H-measure,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Standard Deviation of MCC,Standard Deviation of BS,Standard Deviation of BACC,Standard Deviation of AUC,Standard Deviation of H-measure,Standard Deviation of TPR,Standard Deviation of TNR,initialisation_values
RandomOverSampler,AdaBoost,0.30910447251862094,0.24324636392994722,0.7118805037938356,0.78172549411163339,0.35395858162123345,0.634188034188034,0.7895729733996368,0.2104270266003631,0.3658119658119658,0.05378302940210514,0.000600540861586171,0.03768714127744827,0.05512990984016087,0.09377858919552112,0.07388060057385944,0.020113932699264543,
SMOTE,AdaBoost,0.30358780745280617,0.22643579609291078,0.7061184680554795,0.75173577336968278,0.32762778481528537,0.6239316239316239,0.7883053121793354,0.2116946878206646,0.3760683760683761,0.08635864732443972,0.0019107008847460516,0.05328042433048814,0.049958561253230636,0.08395550039043735,0.09019092898382781,0.0396494851307682,
SMOTEENN,AdaBoost,0.32146984811999058,-9999.0,0.7046710019004596,-9999.0,-9999.0,0.5743589743589744,0.8349830294419449,0.16501697055805511,0.4256410256410256,0.07972159796597927,0.0,0.05083025768568688,0.0,0.0,0.09412092456459768,0.03101700489522444,
SMOTETomek,AdaBoost,0.30358780745280617,0.22643579609291078,0.7061184680554795,0.75173577336968278,0.32762778481528537,0.6239316239316239,0.7883053121793354,0.2116946878206646,0.3760683760683761,0.08635864732443972,0.0019107008847460516,0.05328042433048814,0.049958561253230636,0.08395550039043735,0.09019092898382781,0.0396494851307682,
None,Artificial neural network,0.24278902259481855,0.11039977201420134,0.6027918428881409,0.71557577000548045,0.2444917061995608,0.26362773029439696,0.9419559554818852,0.05804404451811508,0.7363722697056032,0.0935340532049296,0.01649873105870754,0.04376148435787838,0.0618601881033407,0.07166979869017044,0.0910663408137027,0.024662059417161035,
ClusterCentroids,Artificial neural network,0.29884511246196854,0.1850181343387845,0.7018599317849457,0.76645724505539803,0.3319202131363111,0.6141500474833809,0.7895698160865103,0.21043018391348964,0.3858499525166192,0.0809800016498609,0.01180809520594895,0.051256617165575946,0.06187595357040162,0.10309768733728257,0.08834032564358149,0.04766873742594827,
EditedNearestNeighbours,Artificial neural network,0.35528683213778151,0.098720821930442557,0.670861161652858,0.77190955152435925,0.3476552563455056,0.40788224121557454,0.9338400820901415,0.0661599179098587,0.5921177587844254,0.08468870010350443,0.011909360231232041,0.045730467824903955,0.05317750354388984,0.09079399435859356,0.09116166090016907,0.01641417330286983,
InstanceHardnessThreshold,Artificial neural network,0.1909416012509105,0.30213783713846265,0.6471458271631924,0.73770857774962295,0.2936340773230015,0.7836657169990503,0.5106259373273345,0.48937406267266553,0.21633428300094965,0.053889076596039025,0.051128753021721714,0.04126991466663,0.05171992492517587,0.08391356105907308,0.06771176721927886,0.08879933000406384,
NearMiss,Artificial neural network,0.19687916682638595,0.27029619375365849,0.6418958585901519,0.73919374276308525,0.2738524931669632,0.7108262108262108,0.5729655063540925,0.4270344936459074,0.2891737891737891,0.047688020358273436,0.0505552816555336,0.02951221366259872,0.045743011366155745,0.0852574500730474,0.1648593988392804,0.14081665850705147,
NeighbourhoodCleaningRule,Artificial neural network,0.35768659543672049,0.093668949607479401,0.6600793263679049,0.7742784403862627,0.3440970206554469,0.37302943969610636,0.9471292130397032,0.05287078696029678,0.6269705603038936,0.10962131570496453,0.012208004340472974,0.05585552112654861,0.058346864022526916,0.0982285190478086,0.10969939450986575,0.016988030589216368,
OneSidedSelection,Artificial neural network,0.26179849827441548,0.11489930438168243,0.6107455958967523,0.67776573546168606,0.24800148708348457,0.2736942070275404,0.9477969847659643,0.05220301523403583,0.7263057929724596,0.09021944051690262,0.012415284141318058,0.044069526951563624,0.05337673910680416,0.0656531671441155,0.08637204782036094,0.008941555369037997,
RandomUnderSampler,Artificial neural network,0.29528412888181638,0.18449637802579819,0.7063136525232981,0.77348915708060084,0.3385911162027809,0.6434947768281102,0.7691325282184861,0.23086747178151396,0.3565052231718898,0.06713012847463613,0.011856905748419386,0.04703053673088627,0.050118717940848684,0.09240396521317633,0.09049261079244306,0.032773289934808006,
TomekLinks,Artificial neural network,0.28924397799841389,0.099988657887401799,0.6176677620564274,0.73723175150596421,0.2879092335418913,0.28138651471984805,0.9539490093930065,0.046050990606993455,0.718613485280152,0.09534318565577798,0.010017757518173177,0.0426043160405082,0.04633449567225861,0.06605404634481817,0.08127712415637485,0.01420274978461885,
ADASYN,Artificial neural network,0.29038068687580237,0.17107355696596407,0.7017498418532438,0.77802196581421457,0.34741979068722006,0.6265906932573599,0.7769089904491278,0.22309100955087222,0.37340930674264006,0.05808583612864195,0.010362757388944828,0.04247163613436299,0.05084946962924554,0.08960614041113603,0.08706002445449361,0.01930404690300868,
RandomOverSampler,Artificial neural network,0.30732729448157142,0.16831167197106944,0.7100952321198591,0.76893086945971945,0.3385832397420812,0.631908831908832,0.7882816323308864,0.21171836766911362,0.36809116809116815,0.06485662741117304,0.015303348680665265,0.04427055136795194,0.05608206953138215,0.07824669014537247,0.08313329779182041,0.03196732866606782,
SMOTE,Artificial neural network,0.29822141225391624,0.17718393317328254,0.707190915573582,0.77251086225906662,0.3387247624961997,0.6364672364672365,0.7779145946799273,0.22208540532007262,0.36353276353276354,0.0708799007581512,0.009938141215401973,0.05161185184002453,0.058276104220937076,0.10145035033294009,0.10443088502552898,0.024239975175600326,
SMOTEENN,Artificial neural network,0.33007272092421086,0.14411947283272145,0.710840684093506,0.77233564037573832,0.3434070511741931,0.58670465337132,0.8349767148156918,0.16502328518430817,0.41329534662868006,0.06513642473321561,0.013526529744682977,0.043286946872001485,0.06149898769180714,0.0942573977327306,0.08694184984435577,0.029300519214219015,
