layers,Data balancer,Matthews correlation coefficient,Cohen Kappa Score,Balanced Accuracy,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff,
"[(20, 'tanh')]",RandomOverSampler,0.267848399,0.231515739,0.688647795,0.616904084,0.760391507,0.239608493,0.383095916,0.362298196,0.400440445,0.078146657,0.14662868,0.14662868,0.278625568
"[(20, 'tanh')]",SMOTE,0.246374661,0.211242557,0.674682219,0.599335233,0.750029205,0.249970795,0.400664767,0.337796771,0.395559239,0.079115952,0.173884141,0.173884141,0.118277788
"[(20, 'tanh')]",SMOTEENN,0.271773081,0.252759899,0.67587166,0.532003799,0.819739522,0.180260478,0.467996201,0.300569801,0.563542505,0.061291341,0.226590693,0.226590693,0.052798827
"[(20, 'tanh')]",SMOTETomek,0.246374661,0.211242557,0.674682219,0.599335233,0.750029205,0.249970795,0.400664767,0.337796771,0.395559239,0.079115952,0.173884141,0.173884141,0.149799029
"[(25, 'lin'), (25, 'lin')]",None,0.136029389,0.072411782,0.521912504,0.049667616,0.994157392,0.005842608,0.950332384,0,0.908235851,0,0.589838557,0.589838557,0.150549014
"[(25, 'lin'), (25, 'lin')]",ClusterCentroids,0.275143264,0.244428913,0.68918833,0.594966762,0.783409898,0.216590102,0.405033238,0.310636277,0.301218723,0.069715052,0.133998101,0.133998101,0.105893612
"[(25, 'lin'), (25, 'lin')]",EditedNearestNeighbours,0.285544579,0.282492352,0.626797151,0.31291548,0.940678822,0.059321178,0.68708452,0.101899335,0.864129766,0.020101034,0.467616334,0.467616334,0.076587677
"[(25, 'lin'), (25, 'lin')]",InstanceHardnessThreshold,0.131929437,0.078300658,0.602901654,0.729154796,0.476648512,0.523351488,0.270845204,0.45982906,0.198797064,0.261948062,0.079582146,0.079582146,0.248987516
"[(25, 'lin'), (25, 'lin')]",NearMiss,0.16910684,0.10888536,0.632324531,0.729059829,0.535589234,0.464410766,0.270940171,0.529724596,0.310307049,0.277586234,0.111680912,0.111680912,0.095423301
"[(25, 'lin'), (25, 'lin')]",NeighbourhoodCleaningRule,0.254434109,0.25005461,0.609270447,0.275593542,0.942947352,0.057052648,0.724406458,0.076733143,0.868355829,0.012978136,0.475118708,0.475118708,0.105951389
"[(25, 'lin'), (25, 'lin')]",OneSidedSelection,0.144111142,0.095290732,0.530244761,0.072174739,0.988314784,0.011685216,0.927825261,0,0.896561686,0,0.537606838,0.537606838,0.057111502
"[(25, 'lin'), (25, 'lin')]",RandomUnderSampler,0.307902167,0.277583278,0.707513472,0.614434948,0.800591996,0.199408004,0.385565052,0.392782526,0.403376746,0.088515274,0.126780627,0.126780627,0.128072977
"[(25, 'lin'), (25, 'lin')]",TomekLinks,0.153277093,0.100938779,0.531966345,0.074643875,0.989288815,0.010711185,0.925356125,0,0.89915384,0,0.545204179,0.545204179,0.14996926
"[(25, 'lin'), (25, 'lin')]",ADASYN,0.306612442,0.280093628,0.703886889,0.597150997,0.81062278,0.18937722,0.402849003,0.347578348,0.367009235,0.076833215,0.124026591,0.124026591,0.371540705
"[(25, 'lin'), (25, 'lin')]",RandomOverSampler,0.314455688,0.290678141,0.70575202,0.589838557,0.821665483,0.178334517,0.410161443,0.370275404,0.474372089,0.085272713,0.168755935,0.168755935,0.273572842
"[(25, 'lin'), (25, 'lin')]",SMOTE,0.295757641,0.267058125,0.699370163,0.599430199,0.799310127,0.200689873,0.400569801,0.380151947,0.454233168,0.086576683,0.156505223,0.156505223,0.115315517
"[(25, 'lin'), (25, 'lin')]",SMOTEENN,0.320891688,0.306493004,0.698484458,0.544824311,0.852144605,0.147855395,0.455175689,0.35042735,0.641736522,0.077175783,0.2337132,0.2337132,0.098330339
"[(25, 'lin'), (25, 'lin')]",SMOTETomek,0.295757641,0.267058125,0.699370163,0.599430199,0.799310127,0.200689873,0.400569801,0.380151947,0.454233168,0.086576683,0.156505223,0.156505223,0.218751669
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",None,0.038343907,0.012457754,0.503670916,0.012535613,0.99480622,0.00519378,0.987464387,0.015004748,0.359278554,0,0.276068376,0.276068376,0.257192135
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",ClusterCentroids,0.253081505,0.233723451,0.665830817,0.520037987,0.811623648,0.188376352,0.479962013,0.102184236,0.127399163,0.014908833,0.047008547,0.047008547,0.05929788
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",EditedNearestNeighbours,0.18636546,0.156240543,0.556641973,0.139221273,0.974062673,0.025937327,0.860778727,0.04957265,0.3407988,0.004538638,0.216334283,0.216334283,0.068317254
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",InstanceHardnessThreshold,0.150947168,0.097270789,0.617793366,0.708736942,0.526849791,0.473150209,0.291263058,0.174264008,0.10956508,0.081108217,0.042165242,0.042165242,0.087086201
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",NearMiss,0.147805798,0.087360923,0.615335893,0.742450142,0.488221643,0.511778357,0.257549858,0.258594492,0.16433657,0.120633041,0.032098765,0.032098765,0.020960728
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",NeighbourhoodCleaningRule,0.168247439,0.131625171,0.545086713,0.109306743,0.980866682,0.019133318,0.890693257,0.029819563,0.334954614,0.003242561,0.221272555,0.221272555,0.063615243
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",OneSidedSelection,0.040601665,0.017618612,0.505328623,0.017473884,0.993183361,0.006816639,0.982526116,0.017473884,0.350201279,0.000647249,0.251092118,0.251092118,0.053386609
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",RandomUnderSampler,0.213314728,0.173556285,0.655961841,0.612155745,0.699767937,0.300232063,0.387844255,0.149287749,0.15819086,0.042140658,0.057075024,0.057075024,0.143531958
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",TomekLinks,0.040756199,0.01536592,0.504580281,0.015004748,0.994155813,0.005844187,0.984995252,0.017473884,0.355063541,0.000323625,0.261158594,0.261158594,0.054406246
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",ADASYN,0.259299725,0.244467368,0.664004022,0.494966762,0.833041282,0.166958718,0.505033238,0.119563153,0.177054227,0.018470282,0.064292498,0.064292498,0.358914296
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",RandomOverSampler,0.230691277,0.194034089,0.665602092,0.601994302,0.729209882,0.270790118,0.398005698,0.141785375,0.141697056,0.026582998,0.049382716,0.049382716,0.266649485
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",SMOTE,0.215899038,0.171100984,0.660785586,0.641975309,0.679595864,0.320404136,0.358024691,0.119468186,0.111849396,0.030794854,0.051946819,0.051946819,0.116625865
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",SMOTEENN,0.236873703,0.215311396,0.657806565,0.522507123,0.793106007,0.206893993,0.477492877,0.099620133,0.161793354,0.022691609,0.05688509,0.05688509,0.155033509
"[(25, 'rbf_l1'), (25, 'rbf_l1')]",SMOTETomek,0.215899038,0.171100984,0.660785586,0.641975309,0.679595864,0.320404136,0.358024691,0.119468186,0.111849396,0.030794854,0.051946819,0.051946819,0.107279062
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",None,0.226578112,0.182895846,0.563095885,0.144349478,0.981842292,0.018157708,0.855650522,0.024786325,0.922525851,0.004211856,0.584710351,0.584710351,0.271779855
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",ClusterCentroids,0.100974422,0.040452651,0.568471046,0.87331434,0.263627753,0.736372247,0.12668566,0.594112061,0.0577441,0.329460889,0.022507123,0.022507123,0.066841364
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",EditedNearestNeighbours,0.316772925,0.314483678,0.646121643,0.355460589,0.936782698,0.063217302,0.644539411,0.174074074,0.849887126,0.021728629,0.447863248,0.447863248,0.037265698
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",InstanceHardnessThreshold,0.109455263,0.063024646,0.584838544,0.716334283,0.453342805,0.546657195,0.283665717,0.514719848,0.226035204,0.336858473,0.124406458,0.124406458,0.123041948
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",NearMiss,0.189641082,0.112467311,0.647681576,0.808357075,0.487006078,0.512993922,0.191642925,0.653941121,0.306403031,0.357658852,0.089268756,0.089268756,0.040841738
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",NeighbourhoodCleaningRule,0.29616417,0.292129497,0.630752297,0.318233618,0.943270976,0.056729024,0.681766382,0.161348528,0.860595154,0.01848449,0.472649573,0.472649573,0.085509062
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",OneSidedSelection,0.234626061,0.20158804,0.572665078,0.169325736,0.97600442,0.02399558,0.830674264,0.034757835,0.906961875,0.00551109,0.554700855,0.554700855,0.067770481
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",RandomUnderSampler,0.256913344,0.213292231,0.686511727,0.644064577,0.728958876,0.271041124,0.355935423,0.44017094,0.475357171,0.11867235,0.1665717,0.1665717,0.075160344
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",TomekLinks,0.235621715,0.200827895,0.571870042,0.166761633,0.976978451,0.023021549,0.833238367,0.029724596,0.913443839,0.005185887,0.559734093,0.559734093,0.114697377
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",ADASYN,0.253856381,0.249328915,0.645600399,0.417663818,0.87353698,0.12646302,0.582336182,0.131433998,0.552570842,0.018478175,0.235992403,0.235992403,0.344756603
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",RandomOverSampler,0.29218532,0.261767179,0.698764076,0.604368471,0.793159681,0.206840319,0.395631529,0.370275404,0.52760281,0.073259136,0.211206078,0.211206078,0.38054045
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",SMOTE,0.23721199,0.236278637,0.624852287,0.350522317,0.899182256,0.100817744,0.649477683,0.134283001,0.662835267,0.020418344,0.385660019,0.385660019,0.13668553
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",SMOTEENN,0.262057409,0.260835052,0.621962221,0.313295347,0.930629095,0.069370905,0.686704653,0.10968661,0.759783724,0.015230879,0.42317189,0.42317189,0.074521462
"[(25, 'rbf_l2'), (25, 'rbf_l2')]",SMOTETomek,0.23721199,0.236278637,0.624852287,0.350522317,0.899182256,0.100817744,0.649477683,0.134283001,0.662835267,0.020418344,0.385660019,0.385660019,0.101570765
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",None,0.227212275,0.18815851,0.565589719,0.151282051,0.979897387,0.020102613,0.848717949,0.024881292,0.922511643,0.004538638,0.589838557,0.589838557,0.189211607
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",ClusterCentroids,0.116982477,0.056398598,0.585566415,0.826115859,0.345016971,0.654983029,0.173884141,0.584520418,0.093057068,0.286916094,0.039696106,0.039696106,0.058528026
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",EditedNearestNeighbours,0.337881919,0.336290085,0.656992446,0.375593542,0.938391349,0.061608651,0.624406458,0.201139601,0.861223459,0.026584577,0.457454891,0.457454891,0.043894609
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",InstanceHardnessThreshold,0.129599972,0.073544843,0.600372259,0.751282051,0.449462467,0.550537533,0.248717949,0.540075973,0.231213198,0.325181151,0.116809117,0.116809117,0.185747067
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",NearMiss,0.15201144,0.089432445,0.618533311,0.761728395,0.475338227,0.524661773,0.238271605,0.622317189,0.312588207,0.360633041,0.112060779,0.112060779,0.08483394
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",NeighbourhoodCleaningRule,0.321385764,0.317716103,0.642504343,0.34045584,0.944552846,0.055447154,0.65954416,0.168660969,0.86804957,0.023023127,0.454890788,0.454890788,0.049577316
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",OneSidedSelection,0.282281236,0.250210956,0.592205712,0.208736942,0.975674481,0.024325519,0.791263058,0.04985755,0.911164259,0.008431605,0.562203229,0.562203229,0.042897622
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",RandomUnderSampler,0.255728313,0.21019794,0.686993887,0.651851852,0.722135922,0.277864078,0.348148148,0.427920228,0.459456942,0.12482911,0.164197531,0.164197531,0.130143404
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",TomekLinks,0.266375601,0.229089634,0.582252963,0.18622982,0.978276107,0.021723893,0.81377018,0.037226971,0.913437525,0.00810798,0.567616334,0.567616334,0.057603677
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",ADASYN,0.325134252,0.313254899,0.696922627,0.532288699,0.861556555,0.138443445,0.467711301,0.203703704,0.52788539,0.030793275,0.216239316,0.216239316,0.408104022
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",RandomOverSampler,0.290500278,0.259300454,0.698424058,0.606932574,0.789915542,0.210084458,0.393067426,0.39031339,0.509105691,0.075535559,0.178917379,0.178917379,0.319161495
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",SMOTE,0.229985501,0.224315416,0.634752968,0.407597341,0.861908596,0.138091404,0.592402659,0.176163343,0.613505407,0.034038993,0.298290598,0.298290598,0.172305187
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",SMOTEENN,0.260560253,0.25991962,0.635761213,0.367806268,0.903716158,0.096283842,0.632193732,0.151471985,0.733150209,0.026259373,0.370750237,0.370750237,0.100777626
"[(25, 'rbf_linf'), (25, 'rbf_linf')]",SMOTETomek,0.229985501,0.224315416,0.634752968,0.407597341,0.861908596,0.138091404,0.592402659,0.176163343,0.613505407,0.034038993,0.298290598,0.298290598,0.125798066
"[(25, 'sigm'), (25, 'sigm')]",None,0.229879817,0.179199946,0.560802587,0.136847104,0.984758071,0.015241929,0.863152896,0.027350427,0.921540769,0.003891388,0.569895537,0.569895537,0.233177662
"[(25, 'sigm'), (25, 'sigm')]",ClusterCentroids,0.174838868,0.134747818,0.631786898,0.601709402,0.661864393,0.338135607,0.398290598,0.402564103,0.366775594,0.1433136,0.213675214,0.213675214,0.057571093
"[(25, 'sigm'), (25, 'sigm')]",EditedNearestNeighbours,0.341098703,0.339423022,0.658441834,0.378157645,0.938726024,0.061273976,0.621842355,0.179107312,0.852806062,0.021078222,0.447863248,0.447863248,0.059414705
"[(25, 'sigm'), (25, 'sigm')]",InstanceHardnessThreshold,0.114116644,0.06488751,0.588270836,0.728679962,0.44786171,0.55213829,0.271320038,0.522032289,0.223087852,0.319289605,0.124596391,0.124596391,0.190462748
"[(25, 'sigm'), (25, 'sigm')]",NearMiss,0.142614123,0.080841376,0.610426714,0.768850902,0.452002526,0.547997474,0.231149098,0.594491928,0.268450549,0.363162049,0.094207028,0.094207028,0.067640384
"[(25, 'sigm'), (25, 'sigm')]",NeighbourhoodCleaningRule,0.318240249,0.314025038,0.64050365,0.335802469,0.945204831,0.054795169,0.664197531,0.144159544,0.855747099,0.016539585,0.460208927,0.460208927,0.037318389
"[(25, 'sigm'), (25, 'sigm')]",OneSidedSelection,0.264714526,0.224755078,0.580389984,0.181861349,0.97891862,0.02108138,0.818138651,0.03988604,0.906633515,0.006163075,0.532478632,0.532478632,0.049300035
"[(25, 'sigm'), (25, 'sigm')]",RandomUnderSampler,0.232399052,0.191207514,0.669898208,0.621842355,0.717954061,0.282045939,0.378157645,0.415289649,0.484459705,0.121577078,0.189363723,0.189363723,0.176138957
"[(25, 'sigm'), (25, 'sigm')]",TomekLinks,0.270324185,0.226846961,0.580243777,0.179297246,0.981190307,0.018809693,0.820702754,0.037416904,0.915385587,0.005189044,0.545014245,0.545014245,0.047210534
"[(25, 'sigm'), (25, 'sigm')]",ADASYN,0.29500936,0.270927044,0.694634398,0.574738841,0.814529955,0.185470045,0.425261159,0.30294397,0.493859026,0.052532954,0.19648623,0.19648623,0.340278069
"[(25, 'sigm'), (25, 'sigm')]",RandomOverSampler,0.288427119,0.258555248,0.69618219,0.599525166,0.792839214,0.207160786,0.400474834,0.385185185,0.518520799,0.073914279,0.221462488,0.221462488,0.265861909
"[(25, 'sigm'), (25, 'sigm')]",SMOTE,0.247964014,0.225108275,0.665876331,0.534377968,0.797374694,0.202625306,0.465622032,0.325925926,0.523692478,0.065171679,0.233998101,0.233998101,0.155691306
"[(25, 'sigm'), (25, 'sigm')]",SMOTEENN,0.260862629,0.251122462,0.658354269,0.464862298,0.851846239,0.148153761,0.535137702,0.286134853,0.647574394,0.056413292,0.291358025,0.291358025,0.193020821
"[(25, 'sigm'), (25, 'sigm')]",SMOTETomek,0.247964014,0.225108275,0.665876331,0.534377968,0.797374694,0.202625306,0.465622032,0.325925926,0.523692478,0.065171679,0.233998101,0.233998101,0.11544021
"[(25, 'tanh'), (25, 'tanh')]",None,0.217594565,0.166370567,0.555816043,0.126875594,0.984756492,0.015243508,0.873124406,0.027350427,0.924134502,0.002595311,0.582241216,0.582241216,0.119611422
"[(25, 'tanh'), (25, 'tanh')]",ClusterCentroids,0.163085987,0.128593792,0.621803862,0.5668566,0.676751125,0.323248875,0.4331434,0.365242165,0.369661378,0.145555292,0.206267806,0.206267806,0.064507643
"[(25, 'tanh'), (25, 'tanh')]",EditedNearestNeighbours,0.342253873,0.339583689,0.655562797,0.368186135,0.942939459,0.057060541,0.631813865,0.171509972,0.848584734,0.020107349,0.465242165,0.465242165,0.060052395
"[(25, 'tanh'), (25, 'tanh')]",InstanceHardnessThreshold,0.110765916,0.063736427,0.58561572,0.718518519,0.452712921,0.547287079,0.281481481,0.504748338,0.231530508,0.318634462,0.122032289,0.122032289,0.151823282
"[(25, 'tanh'), (25, 'tanh')]",NearMiss,0.149058099,0.086526162,0.61604146,0.764197531,0.46788539,0.53211461,0.235802469,0.592402659,0.281744416,0.35701476,0.101519468,0.101519468,0.008059899
"[(25, 'tanh'), (25, 'tanh')]",NeighbourhoodCleaningRule,0.329272132,0.324119496,0.64405641,0.340645774,0.947467046,0.052532954,0.659354226,0.136752137,0.858329781,0.017518352,0.465242165,0.465242165,0.040000598
"[(25, 'tanh'), (25, 'tanh')]",OneSidedSelection,0.272579219,0.232681325,0.584093688,0.189268756,0.97891862,0.02108138,0.810731244,0.042355176,0.909220933,0.004870155,0.54985755,0.54985755,0.066721996
"[(25, 'tanh'), (25, 'tanh')]",RandomUnderSampler,0.219054402,0.179891743,0.660291485,0.606837607,0.713745363,0.286254637,0.393162393,0.407977208,0.45754361,0.12806062,0.181481481,0.181481481,0.137546937
"[(25, 'tanh'), (25, 'tanh')]",TomekLinks,0.251128478,0.208773681,0.573440682,0.166666667,0.980214697,0.019785303,0.833333333,0.037416904,0.915054069,0.003570921,0.557454891,0.557454891,0.124837399
"[(25, 'tanh'), (25, 'tanh')]",ADASYN,0.261393645,0.237174745,0.675139879,0.551946819,0.798332939,0.201667061,0.448053181,0.298290598,0.48672192,0.061930697,0.186704653,0.186704653,0.328139941
"[(25, 'tanh'), (25, 'tanh')]",RandomOverSampler,0.27128924,0.241482152,0.685863551,0.586989554,0.784737548,0.215262452,0.413010446,0.365337132,0.49581656,0.07715684,0.206362773,0.206362773,0.301933527
"[(25, 'tanh'), (25, 'tanh')]",SMOTE,0.259970802,0.231634584,0.677877319,0.571984805,0.783769832,0.216230168,0.428015195,0.320607787,0.503899282,0.070992186,0.215954416,0.215954416,0.171431224
"[(25, 'tanh'), (25, 'tanh')]",SMOTEENN,0.275686995,0.260881213,0.673527618,0.509781576,0.83727366,0.16272634,0.490218424,0.288129155,0.634932512,0.055761307,0.278822412,0.278822412,0.081493616
"[(25, 'tanh'), (25, 'tanh')]",SMOTETomek,0.259970802,0.231634584,0.677877319,0.571984805,0.783769832,0.216230168,0.428015195,0.320607787,0.503899282,0.070992186,0.215954416,0.215954416,0.131760915
"[(5, 'lin'), (5, 'lin')]",None,0,0,0.5,0,1,0,1,0,1,0,1,1,0.153133472
"[(5, 'lin'), (5, 'lin')]",ClusterCentroids,0.154187405,0.101851102,0.620375156,0.694112061,0.546638251,0.453361749,0.305887939,0,0.149206725,0,0.072364672,0.072364672,0.038371483
"[(5, 'lin'), (5, 'lin')]",EditedNearestNeighbours,0,0,0.5,0,1,0,1,0,1,0,1,1,0.060455322
"[(5, 'lin'), (5, 'lin')]",InstanceHardnessThreshold,0.041828546,0.025133477,0.532414839,0.596581197,0.468248481,0.531751519,0.403418803,0.208736942,0.167923277,0.227274449,0.109021842,0.109021842,0.126827876
"[(5, 'lin'), (5, 'lin')]",NearMiss,0.098187995,0.061042545,0.576610089,0.662013295,0.491206883,0.508793117,0.337986705,0.276733143,0.144563896,0.160868261,0.057359924,0.057359924,0.035545746
"[(5, 'lin'), (5, 'lin')]",NeighbourhoodCleaningRule,0,0,0.5,0,1,0,1,0,1,0,1,1,0.036347389
"[(5, 'lin'), (5, 'lin')]",OneSidedSelection,0,0,0.5,0,1,0,1,0,1,0,1,1,0.041337967
"[(5, 'lin'), (5, 'lin')]",RandomUnderSampler,0.154547892,0.102274244,0.620798967,0.691642925,0.549955008,0.450044992,0.308357075,0.027160494,0.106663509,0.017799353,0.024786325,0.024786325,0.121471485
"[(5, 'lin'), (5, 'lin')]",TomekLinks,0,0,0.5,0,1,0,1,0,1,0,1,1,0.04375871
"[(5, 'lin'), (5, 'lin')]",ADASYN,0.164461952,0.111665698,0.628311553,0.686609687,0.570013419,0.429986581,0.313390313,0,0.100191017,0,0.022317189,0.022317189,0.16882205
"[(5, 'lin'), (5, 'lin')]",RandomOverSampler,0.164461952,0.111665698,0.628311553,0.686609687,0.570013419,0.429986581,0.313390313,0.004938272,0.112873944,0.008780488,0.042070275,0.042070275,0.232292891
"[(5, 'lin'), (5, 'lin')]",SMOTE,0.164461952,0.111665698,0.628311553,0.686609687,0.570013419,0.429986581,0.313390313,0.004938272,0.119993685,0.008780488,0.049477683,0.049477683,0.091851075
"[(5, 'lin'), (5, 'lin')]",SMOTEENN,0.151934311,0.106343295,0.61813144,0.647103514,0.589159365,0.410840635,0.352896486,0,0.319033862,0,0.178822412,0.178822412,0.125902017
"[(5, 'lin'), (5, 'lin')]",SMOTETomek,0.164461952,0.111665698,0.628311553,0.686609687,0.570013419,0.429986581,0.313390313,0.004938272,0.119993685,0.008780488,0.049477683,0.049477683,0.076549689
